ZONE,DIST,SDIST,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFHH,MFHH,HH1,HH2,HH3,HH4,INC1,INC2,INC3,INC4,MHHINC,TACRES,RESACRE,CIACRE,Z2SHARE,TEMP,RETEMP,SEREMP,OTHEMP,AGEMP,MANEMP,WHOEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65,AGE0513,AGE1417,AGE1824,ESENR,HSENR,COLLENR,COLLENRF,COLLENRP,TAZ1454
448,8,8,3,2,3,13,0,0,2,1,1,0,0,15711,33102,49550,219642,63320,70,87,1,0.052,2083,8,0,2057,0,15,3,2,1,9,1,1,0,0,3,0,0,5378,4305,1073,354
449,8,8,3,3,4,14,0,0,3,1,1,0,1,15711,33102,49550,219642,63320,46,0,37,0.052,48,8,25,0,0,12,3,0,0,13,0,1,0,0,4,0,0,615,493,122,354
450,8,8,3,0,0,0,0,0,0,0,0,0,0,15711,33102,49550,219642,63320,35,1,28,0.052,1419,7,950,445,0,13,3,0,0,0,0,0,0,0,0,0,0,907,726,181,354
451,8,8,3,824,2163,2182,993,759,65,50,66,105,604,14454,36054,55855,167885,133803,1997,1225,2,0.285,27,0,19,0,5,3,0,52,409,363,823,533,213,101,70,0,0,0,0,0,347
452,8,8,3,44,117,118,53,41,3,3,3,5,33,14454,36054,55855,167885,133803,236,49,2,0.285,2221,0,63,2133,0,25,0,4,27,27,35,25,9,5,4,0,0,13707,4627,9080,347
453,8,8,3,262,738,744,353,256,6,30,23,35,174,12592,36695,53830,171362,125892,412,397,1,0.270,125,2,116,1,3,2,1,22,150,112,269,191,79,51,27,0,0,0,0,0,368
454,8,8,3,355,1001,1015,479,347,8,40,31,47,237,12592,36695,53830,171362,125892,582,490,1,0.270,406,2,190,208,3,2,1,35,207,148,376,248,101,68,24,0,0,0,0,0,368
455,8,8,3,365,1028,1040,492,357,8,42,32,48,243,12592,36695,53830,171362,125892,491,455,1,0.270,154,2,114,31,3,2,2,39,230,165,345,260,121,50,42,107,203,0,0,0,368
456,8,8,3,165,393,393,234,44,122,33,43,40,51,14190,34023,56363,108758,58376,155,27,128,0.102,3263,864,805,493,9,810,282,20,63,170,101,40,36,21,42,0,0,0,0,0,374
457,8,8,3,65,168,168,80,19,47,16,11,12,25,13053,33215,55013,140850,74689,36,2,9,0.215,401,21,126,113,2,117,22,0,0,0,0,0,0,0,0,0,1731,0,0,0,367
458,8,8,3,1,3,3,1,1,0,0,0,0,1,14454,36054,55855,167885,133723,78,0,22,0.285,3258,158,1981,17,0,921,182,0,0,3,0,0,0,0,0,0,0,0,0,0,349
459,8,8,3,0,0,0,0,0,0,0,0,0,0,11311,30929,53987,116519,45737,29,17,11,0.048,16,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,467,374,93,355
460,8,8,3,543,989,999,562,147,396,191,83,104,165,11926,34117,55306,135875,61290,61,39,1,0.318,92,7,34,31,1,15,4,63,111,471,263,92,42,15,51,0,0,0,0,0,356
461,8,8,3,444,608,2814,38,4,440,155,158,50,82,15711,33102,49550,219642,63320,67,4,53,0.052,469,7,0,445,0,13,3,3,1330,1414,38,27,4,10,920,0,0,2893,2316,577,354
462,8,8,3,98,176,1967,175,3,96,39,18,21,21,11311,30929,53987,116519,45737,101,61,36,0.048,16,0,0,0,3,0,13,0,597,1339,15,11,28,19,707,0,0,1433,1148,285,355
463,8,8,3,0,0,0,0,0,0,0,0,0,0,11311,30929,53987,116519,45737,47,29,17,0.048,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,355
464,8,8,3,0,0,0,0,0,0,0,0,0,0,11311,30929,53987,116519,45737,181,32,65,0.048,36,0,0,0,13,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,355
465,8,8,3,468,838,874,833,11,457,189,85,98,98,11311,30929,53987,116519,45737,43,27,19,0.048,0,0,0,0,0,0,0,2,38,32,15,787,122,50,77,0,0,0,0,0,355
466,8,8,3,819,1493,1506,848,222,597,289,126,157,250,11926,34117,55306,135875,61290,70,34,17,0.318,1675,229,719,298,6,352,72,88,92,778,278,271,61,20,81,0,0,0,0,0,356
467,8,8,3,402,1070,1077,523,366,36,21,32,51,299,15559,33551,56678,171114,137688,95,77,18,0.200,822,80,565,172,5,0,0,61,242,255,349,170,115,56,60,347,0,0,0,0,359
468,8,8,3,332,882,891,431,302,30,16,27,42,246,15559,33551,56678,171114,137688,91,89,2,0.200,14,0,9,0,5,0,0,48,199,141,294,208,98,44,54,0,0,0,0,0,359
469,8,8,3,656,1711,1729,862,471,185,147,98,117,292,13641,34324,55074,133402,77683,110,97,10,0.216,26,0,2,16,6,1,1,79,358,563,503,225,180,90,97,366,0,0,0,0,360
470,8,8,3,114,298,300,150,82,32,25,17,20,51,13641,34324,55074,133402,77683,29,20,6,0.216,11,0,2,1,6,1,1,14,62,59,106,60,33,15,20,0,0,0,0,0,360
471,8,8,3,333,870,887,438,239,94,75,50,59,148,13641,34324,55074,133402,77683,57,52,5,0.216,40,0,20,11,6,2,2,57,188,268,259,115,100,52,58,0,0,0,0,0,360
472,8,8,3,383,953,962,493,258,125,94,64,98,126,11516,35444,58592,134289,68055,47,45,1,0.249,691,205,375,3,0,108,0,39,212,320,287,104,113,53,64,0,0,0,0,0,363
473,8,8,3,378,1029,1043,432,328,50,58,64,77,177,15562,34322,56810,131973,82009,131,66,65,0.254,1244,87,301,105,0,677,74,63,207,295,311,166,90,40,37,382,0,0,0,0,362
474,8,8,3,409,1095,1105,560,286,123,81,56,118,154,11653,33687,55895,132566,73158,107,94,2,0.175,110,0,0,10,0,52,48,86,225,349,310,136,133,56,78,11,0,0,0,0,361
475,8,8,3,889,2382,2415,1216,621,268,174,122,257,336,11653,33687,55895,132566,73158,183,159,3,0.175,543,39,167,284,0,36,17,125,514,795,654,326,260,110,154,433,0,0,0,0,361
476,8,8,3,76,214,217,103,74,2,8,6,10,51,12592,36695,53830,171362,125892,125,35,23,0.270,9,2,0,0,3,2,1,9,56,37,75,40,20,9,11,0,0,0,0,0,368
477,8,8,3,0,0,0,0,0,0,0,0,0,0,14190,34023,56363,108758,58376,65,0,63,0.102,1867,63,393,312,0,958,141,0,0,0,0,0,0,0,0,0,0,0,0,0,374
478,8,8,3,67,176,178,80,62,5,4,5,8,49,14454,36054,55855,167885,133803,874,75,2,0.285,115,19,41,8,0,36,11,7,43,37,55,36,17,6,3,0,0,0,0,0,347
479,8,8,3,229,601,610,276,211,18,13,18,29,167,14454,36054,55855,167885,133803,3081,473,12,0.285,203,8,173,0,0,19,3,18,116,102,216,157,69,32,36,0,0,0,0,0,347
480,8,8,3,0,0,0,0,0,0,0,0,0,0,14454,36054,55855,167885,132012,615,23,172,0.285,2053,111,1195,6,4,622,116,0,0,0,0,0,0,0,0,0,0,0,0,0,348
481,8,8,3,67,177,178,80,62,5,4,5,8,49,14454,36054,55855,167885,133803,1621,45,12,0.285,47,0,22,0,0,25,0,7,36,43,48,42,17,4,2,0,0,0,0,0,347
482,8,8,3,480,1308,1322,550,417,63,75,82,98,226,15562,34322,56810,131973,82009,66,42,21,0.254,222,17,75,15,0,103,12,52,290,384,373,222,135,55,56,55,0,0,0,0,362
483,8,8,3,412,1073,1089,533,296,116,127,49,76,162,9817,32809,56572,142714,73296,107,106,1,0.340,129,0,0,44,0,85,0,54,234,217,323,261,108,53,50,366,0,0,0,0,364
484,8,8,3,122,305,306,158,82,40,29,20,32,41,11516,35444,58592,134289,68055,83,36,22,0.249,158,0,5,150,0,3,0,0,0,2,23,281,20,10,27,1187,0,0,0,0,363
485,8,8,3,298,742,752,383,201,97,74,50,77,98,11516,35444,58592,134289,68055,74,73,1,0.249,9,0,5,0,0,4,0,42,168,193,206,145,75,32,37,0,0,0,0,0,363
486,8,8,3,366,997,1009,419,317,49,56,62,75,172,15562,34322,56810,131973,82009,88,87,1,0.254,22,0,0,21,0,0,0,39,204,227,308,233,96,42,43,307,0,0,0,0,362
487,8,8,3,597,1625,1650,683,519,78,94,100,121,281,15562,34322,56810,131973,82009,153,143,7,0.254,42,0,4,25,0,0,11,79,365,346,493,365,153,71,65,0,0,0,0,0,362
488,8,8,3,641,1717,1732,877,448,193,125,88,184,243,11653,33687,55895,132566,73158,109,104,3,0.175,271,118,116,15,0,15,7,106,352,561,457,255,193,90,99,183,0,0,0,0,361
489,8,8,3,491,1315,1324,671,345,146,96,68,142,186,11653,33687,55895,132566,73158,101,97,2,0.175,353,154,141,33,0,16,9,86,284,368,405,180,166,73,100,0,0,0,0,0,361
490,8,8,3,255,666,672,336,183,72,57,38,45,114,13641,34324,55074,133402,77683,65,58,7,0.216,104,1,60,31,6,3,3,26,153,129,218,146,96,41,62,0,0,0,0,0,360
491,8,8,3,479,1252,1325,630,344,135,108,71,85,214,13641,34324,55074,133402,77683,93,72,19,0.216,256,6,181,57,6,3,3,88,253,398,371,215,121,50,55,0,0,0,0,0,360
492,8,8,3,484,1182,1182,580,207,276,141,110,107,125,13054,32469,55689,123133,55570,77,40,24,0.211,33,18,4,8,2,0,1,69,263,338,347,165,134,63,122,0,0,0,0,0,366
493,8,8,3,629,1630,1630,785,369,261,160,103,120,247,13053,33215,55013,140850,74689,99,88,11,0.215,213,51,148,7,2,3,1,70,357,360,551,292,169,84,94,0,0,0,0,0,367
494,8,8,3,4,7,11,7,1,3,2,1,1,1,11311,30929,53987,116519,45737,39,18,23,0.048,213,0,151,0,0,39,23,0,7,1,1,1,5,3,5,0,0,0,0,0,355
495,8,8,3,225,409,413,233,61,163,79,34,43,68,11926,34117,55306,135875,61290,48,28,1,0.318,13,8,4,0,1,0,0,20,56,121,129,87,19,10,28,0,0,0,0,0,356
496,8,8,3,315,572,574,326,86,228,110,48,59,95,11926,34117,55306,135875,61290,86,53,1,0.318,59,0,0,58,1,0,0,30,133,126,177,107,36,17,24,387,0,0,0,0,356
497,8,8,3,250,685,691,349,228,23,32,22,39,156,14632,34352,55913,157760,112245,71,57,10,0.197,162,3,68,84,2,2,3,43,125,213,222,87,97,38,45,0,0,0,0,0,357
498,8,8,3,598,1638,1655,834,544,54,78,51,96,373,14632,34352,55913,157760,112245,135,130,9,0.197,668,8,248,395,2,7,8,115,317,478,517,227,166,78,81,0,0,0,0,0,357
499,8,8,3,501,1371,1388,699,456,45,66,43,80,312,14632,34352,55913,157760,112245,176,160,5,0.197,36,0,1,33,2,0,0,66,343,230,462,288,140,67,68,263,0,0,0,0,357
500,8,8,3,452,1236,1252,630,411,41,59,39,72,281,14632,34352,55913,157760,112245,133,95,12,0.197,93,1,28,60,2,1,1,75,315,273,398,193,135,58,61,485,0,0,0,0,357
501,8,8,3,466,1340,1357,604,459,7,52,60,91,262,12805,33809,55678,151688,101999,153,135,16,0.249,124,32,56,23,2,5,7,53,323,242,450,289,140,67,61,892,0,0,0,0,358
502,8,8,3,369,1061,1082,478,364,5,42,48,72,208,12805,33809,55678,151688,101999,104,94,6,0.249,103,33,56,0,2,5,7,64,266,253,307,193,122,62,46,0,0,0,0,0,358
503,8,8,3,211,550,558,278,152,59,48,31,37,94,13641,34324,55074,133402,77683,53,46,7,0.216,372,8,235,107,6,8,8,29,95,151,182,102,65,27,37,0,0,0,0,0,360
504,8,8,3,521,1384,1395,677,475,46,28,41,65,387,15559,33551,56678,171114,137688,141,137,3,0.200,29,1,15,8,5,0,0,59,300,288,500,247,136,65,74,0,0,0,0,0,359
505,8,8,3,171,455,459,222,156,15,8,13,22,127,15559,33551,56678,171114,137688,54,34,15,0.200,19,0,11,4,5,0,0,20,73,162,153,50,73,34,47,177,240,0,0,0,359
506,8,8,3,490,1107,1136,611,281,209,109,76,91,214,12072,33548,55466,145084,81729,29,14,11,0.224,966,228,472,39,1,160,66,48,90,454,218,327,60,25,55,0,0,0,0,0,351
507,8,8,3,79,178,185,98,43,35,18,12,15,34,12072,33548,55466,145084,81729,14,5,6,0.224,734,166,358,26,1,130,53,9,39,79,36,21,12,8,11,0,0,0,0,0,351
508,8,8,3,873,1970,1991,1089,493,379,193,136,163,381,12072,33548,55466,145084,81729,125,128,4,0.224,868,138,379,41,1,215,94,109,267,733,615,268,231,98,162,0,0,0,0,0,351
509,8,8,3,1681,3136,3141,1780,218,1463,1059,337,196,89,12333,32755,53006,97241,25632,125,102,23,0.004,217,8,135,49,0,22,3,276,104,2725,33,5,201,78,750,486,0,0,0,0,353
510,8,8,3,400,921,1249,321,19,381,183,134,75,8,14848,33705,55428,219642,32625,42,18,24,0.002,93,4,38,43,0,7,1,0,15,1227,6,0,2,1,378,0,0,0,0,0,352
511,8,8,3,516,1165,1819,644,294,222,114,80,96,226,12072,33548,55466,145084,81756,333,209,93,0.224,224,16,19,60,3,87,38,57,323,689,397,354,95,51,285,0,0,0,0,0,350
512,8,8,3,382,863,863,476,214,168,85,59,71,167,12072,33548,55466,145084,81756,198,157,10,0.224,8507,802,2460,627,8,3265,1345,44,133,159,268,259,76,36,64,408,0,0,0,0,350
513,8,8,3,458,1186,1196,572,274,184,116,75,87,181,13053,33215,55013,140850,74689,105,67,38,0.215,814,178,531,91,2,10,2,38,220,261,419,258,120,69,66,167,0,0,0,0,367
514,8,8,3,138,363,368,167,127,11,8,11,18,102,14454,36054,55855,167885,133723,194,191,38,0.285,7291,380,4826,15,15,1729,327,7,77,63,157,64,41,22,21,0,0,0,0,0,349
515,8,8,3,470,1214,1220,586,255,214,118,77,89,185,13053,33215,55013,140850,74689,117,107,2,0.215,30,0,2,21,2,3,1,51,297,250,377,245,126,66,67,921,0,0,0,0,367
516,8,8,3,358,871,877,429,165,193,104,81,79,93,13054,32469,55689,123133,55570,66,43,16,0.211,94,16,11,3,2,58,5,50,163,274,278,112,64,33,50,0,0,0,0,0,366
517,8,8,3,376,922,929,451,133,243,111,87,83,96,13054,32469,55689,123133,55570,103,25,78,0.211,2454,123,168,94,2,1927,140,47,142,251,277,213,248,110,243,0,0,0,0,0,366
518,8,8,3,913,2222,2237,1094,422,491,264,208,204,237,13054,32469,55689,123133,55570,104,74,26,0.211,90,23,34,18,2,12,2,162,371,962,482,261,121,58,101,0,0,0,0,0,366
519,8,8,3,0,0,0,0,0,0,0,0,0,0,11311,30929,53987,116519,45737,21,12,8,0.048,98,3,82,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,355
520,8,8,3,0,0,0,0,0,0,0,0,0,0,11311,30929,53987,116519,45737,17,1,16,0.048,3511,154,3144,0,0,164,49,0,0,0,0,0,0,0,0,0,0,0,0,0,355
521,8,8,3,281,634,670,350,158,124,62,44,53,123,12072,33548,55466,145084,81729,54,51,6,0.224,104,10,53,5,1,25,10,37,155,155,230,92,59,30,46,0,0,0,0,0,351
522,8,8,3,288,650,655,358,169,119,63,45,54,126,12072,33548,55466,145084,81729,58,53,8,0.224,356,70,175,15,1,69,26,38,114,261,180,62,57,23,39,0,0,0,0,0,351
523,9,9,3,1,3,3,2,0,1,1,0,0,0,14180,31209,53133,111024,34511,885,0,50,0.193,790,41,148,126,9,417,48,0,1,1,1,1,0,0,0,0,0,0,0,0,401
524,8,8,3,339,923,930,389,295,44,53,57,70,160,15562,34322,56810,131973,82009,98,27,66,0.254,1598,88,169,198,0,1039,104,59,187,282,177,225,149,66,59,0,0,0,0,0,362
525,9,9,3,0,0,0,0,0,0,0,0,0,0,14180,31209,53133,111024,34511,715,0,49,0.193,684,37,310,77,8,223,28,0,0,0,0,0,0,0,0,409,0,0,0,0,401
526,8,8,3,594,1709,1726,769,586,8,67,78,115,334,12805,33809,55678,151688,101999,160,147,7,0.249,108,32,56,6,2,5,7,86,397,408,514,322,172,76,65,446,0,0,0,0,358
527,8,8,3,491,1413,1429,636,484,7,56,64,95,276,12805,33809,55678,151688,101999,125,111,14,0.249,532,34,56,428,2,5,7,76,325,297,450,282,150,67,63,0,0,0,0,0,358
528,8,8,3,121,318,408,147,111,10,7,10,16,89,14454,36054,55855,167885,133723,191,160,60,0.285,4690,63,1019,3159,0,388,61,14,72,73,139,111,35,15,13,0,0,0,0,0,349
529,8,8,3,287,748,754,372,206,81,87,33,52,113,9817,32809,56572,142714,73296,116,83,32,0.340,430,155,164,15,0,97,0,38,129,198,207,183,88,36,36,0,52,0,0,0,364
530,8,8,3,0,0,0,0,0,0,0,0,0,0,15711,33102,49550,219642,63320,89,5,70,0.052,20,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354
531,8,8,3,1,1,1,0,0,1,0,0,0,0,15711,33102,49550,219642,63320,158,1,155,0.052,34,8,0,3,0,19,4,0,0,0,1,0,0,0,0,0,0,0,0,0,354
532,8,8,3,315,575,575,326,87,228,112,48,59,95,11926,34117,55306,135875,61290,37,12,12,0.318,1175,161,447,274,1,212,78,23,87,152,150,163,29,15,47,0,0,0,0,0,356
533,8,8,3,579,1057,1060,599,158,421,204,89,111,176,11926,34117,55306,135875,61290,36,22,5,0.318,102,7,62,15,2,14,4,43,93,411,172,342,35,16,45,0,0,0,0,0,356
534,8,8,3,447,816,818,463,122,326,157,68,86,136,11926,34117,55306,135875,61290,34,27,4,0.318,1220,128,515,279,1,232,64,39,46,437,187,109,32,13,48,0,0,0,0,0,356
535,8,8,3,377,689,689,391,103,274,133,58,72,114,11926,34117,55306,135875,61290,38,9,7,0.318,1947,306,896,335,0,315,96,17,22,265,219,165,32,15,33,0,0,0,0,0,356
536,8,8,3,0,0,0,0,0,0,0,0,0,0,14454,36054,55855,167885,132012,133,22,112,0.285,1236,54,861,6,4,261,49,0,0,0,0,0,0,0,0,0,0,0,0,0,348
537,8,8,3,814,2107,2115,1015,483,331,206,133,155,321,13053,33215,55013,140850,74689,161,145,13,0.215,316,60,214,27,2,11,2,104,461,585,687,277,224,111,119,292,0,0,0,0,367
538,9,9,3,0,0,0,0,0,0,0,0,0,0,14640,32438,56554,109964,54113,82,0,82,0.078,7034,355,1071,3412,0,1495,701,0,0,0,0,0,0,0,0,0,0,0,0,0,412
539,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,142,0,124,0.071,2933,220,665,474,0,1077,497,0,0,0,0,0,0,0,0,0,0,0,0,0,407
540,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4222,69,0,68,0.071,2059,152,438,333,0,770,366,0,0,0,0,0,0,0,0,0,0,0,0,0,407
541,12,12,3,3,9,9,5,0,3,1,1,1,0,12433,34120,54092,88309,37359,16,1,1,0.151,80,2,16,23,0,36,3,0,0,5,0,5,0,0,0,0,0,0,0,0,604
542,9,9,3,0,0,0,0,0,0,0,0,0,0,11121,34812,53091,99674,43178,41,0,33,0.198,223,7,35,120,0,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,434
543,12,12,3,0,0,0,0,0,0,0,0,0,0,15148,34917,56768,110182,71316,65,5,61,0.137,66,4,2,29,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,598
544,13,13,3,0,0,0,0,0,0,0,0,0,0,11821,34557,55924,108421,65865,87,28,34,0.126,162,4,97,34,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661
545,13,13,3,8,23,24,11,6,2,1,1,3,3,15078,33467,54138,106941,56596,109,17,33,0.137,252,146,102,0,0,3,0,1,3,9,3,7,0,0,2,0,0,0,0,0,679
546,13,13,3,517,1458,1475,730,418,99,118,100,148,150,15078,33467,54138,106941,56596,29,28,1,0.137,3,0,0,0,0,3,0,117,299,599,343,118,118,50,85,0,0,0,0,0,679
547,12,12,3,178,743,759,388,86,91,46,34,58,40,11990,33267,53773,99430,49966,157,81,13,0.130,1018,147,549,283,1,32,7,58,196,244,166,95,203,90,136,193,0,0,0,0,583
548,12,12,3,8,31,31,18,2,6,2,2,3,2,11990,33267,53773,99430,49966,30,1,29,0.130,165,142,11,8,3,0,0,3,10,4,8,6,4,2,17,0,0,0,0,0,583
549,13,13,3,12,37,37,20,11,1,2,2,3,5,14424,34944,54648,104636,65168,27,1,26,0.123,494,376,80,25,0,6,7,2,8,11,8,7,1,1,20,0,0,0,0,0,674
550,11,11,3,327,943,945,396,130,197,110,74,67,76,12499,32970,53216,116229,49632,73,21,52,0.113,769,69,256,0,0,412,32,105,282,368,134,57,156,58,89,0,0,0,0,0,564
551,12,12,3,2,6,8,3,1,1,0,0,0,0,11762,35047,54166,84656,37856,84,1,1,0.143,95,5,14,65,0,10,1,0,3,2,3,1,1,0,8,0,0,0,0,0,592
552,11,11,3,5,22,22,9,2,3,2,1,1,0,13037,33104,52142,91075,33008,78,2,76,0.086,854,176,402,275,1,0,0,3,6,8,1,4,3,16,2,0,0,0,0,0,580
553,10,10,3,26,64,65,34,2,24,8,6,8,4,13523,33460,55324,115758,50369,54,2,51,0.167,1021,944,40,33,1,0,2,4,11,23,10,16,0,0,45,0,0,0,0,0,475
554,11,11,3,1,3,3,1,0,1,0,0,0,0,12031,33354,53997,94077,33689,161,0,153,0.131,2697,705,733,674,0,330,255,0,1,0,2,0,0,0,0,0,0,0,0,0,563
555,11,11,3,9,32,32,15,0,9,4,1,2,1,12647,33879,55334,111475,34625,24,8,2,0.084,3619,332,493,2693,0,95,6,2,10,9,8,2,7,3,8,0,0,0,0,0,560
556,11,11,3,9,22,32,28,0,9,5,3,1,0,10427,33157,54119,90792,25795,15,1,14,0.039,134,18,82,24,0,10,0,2,9,17,2,2,6,2,5,0,0,3526,2128,1398,556
557,11,11,3,455,1119,1119,286,69,386,153,150,108,44,13561,33651,52742,97271,37622,217,41,3,0.346,107,19,31,9,0,47,1,72,96,339,288,325,99,88,12,0,0,0,0,0,566
558,9,9,3,0,0,0,0,0,0,0,0,0,0,14640,32438,56554,109964,54113,54,2,53,0.078,955,78,345,143,0,265,124,0,0,0,0,0,0,0,0,0,0,0,0,0,412
559,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,123,0,0,0.143,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
560,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,67,1,0,0.143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
561,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,75,1,0,0.143,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
562,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,52,1,0,0.143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
563,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,100,0,0,0.143,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
564,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,97,1,0,0.143,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
565,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,195,1,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
566,14,14,3,4,13,13,6,3,1,1,1,1,1,11643,33826,52741,129729,59029,120,1,0,0.143,0,0,0,0,0,0,0,0,3,0,5,5,0,0,4,0,0,0,0,0,697
567,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,18,1,0,0.143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
568,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,25,1,0,0.143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
569,14,14,3,6,19,19,9,5,1,2,1,1,2,11643,33826,52741,129729,59029,64,1,0,0.143,2,0,0,1,0,1,0,1,3,7,8,0,5,0,4,0,0,0,0,0,697
570,14,14,3,10,32,32,15,8,2,3,2,2,3,11643,33826,52741,129729,59029,88,1,0,0.143,1,0,0,0,0,0,0,3,5,8,13,5,5,1,5,0,0,0,0,0,697
571,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,200,1,1,0.143,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
572,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,92,1,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
573,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,254,1,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
574,14,14,3,0,0,0,0,0,0,0,0,0,0,11643,33826,52741,129729,59029,70,1,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
575,11,11,3,0,0,0,0,0,0,0,0,0,0,9180,34277,52426,108568,32662,31,1,4,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558
576,11,11,3,4,10,10,6,0,4,2,1,1,0,10339,33630,50628,120164,27852,10,1,9,0.185,890,362,180,75,0,233,40,2,2,5,2,2,1,1,1,0,0,0,0,0,549
577,11,11,3,2,5,5,2,0,2,1,1,0,0,9180,34277,52426,108568,32662,27,1,26,0.218,3184,330,1578,923,0,317,36,0,1,1,1,1,0,0,1,0,0,0,0,0,558
578,11,11,3,283,546,549,259,81,202,155,63,25,40,9180,34277,52426,108568,32662,19,2,16,0.218,1889,347,977,373,0,173,19,2,11,93,50,391,36,17,107,0,0,0,0,0,558
579,11,11,3,121,235,237,111,36,85,66,27,10,17,9180,34277,52426,108568,32662,18,1,8,0.218,246,21,103,82,17,21,2,0,5,184,39,10,0,0,25,0,0,0,0,0,558
580,11,11,3,354,1309,1336,604,143,211,175,71,82,27,12647,33879,55334,111475,34625,44,26,10,0.084,1037,287,426,225,2,93,5,90,257,656,241,94,459,204,232,0,0,0,0,0,560
581,11,11,3,767,2853,3097,1309,377,390,376,153,177,60,12647,33879,55334,111475,34625,88,72,4,0.084,180,63,27,76,0,14,0,302,773,1325,530,167,510,207,352,0,0,0,0,0,560
582,11,11,3,494,1845,1855,842,197,297,241,99,115,39,12647,33879,55334,111475,34625,80,62,1,0.084,93,14,9,66,2,2,0,147,459,715,406,128,481,308,412,61,0,0,0,0,560
583,11,11,3,651,2380,2474,1058,365,286,312,154,114,71,12519,33954,53564,97872,34120,92,61,23,0.088,246,60,81,95,0,8,2,242,616,1021,457,138,515,144,269,0,0,0,0,0,562
584,11,11,3,572,2089,2089,929,317,255,273,135,100,63,12519,33954,53564,97872,34120,78,44,9,0.088,246,29,56,90,0,58,14,165,429,872,427,196,573,165,150,0,0,0,0,0,562
585,12,12,3,2047,4603,4657,1781,1691,357,523,441,418,665,13709,34141,55940,128008,63900,1873,608,1,0.448,1841,54,409,1357,21,0,0,108,721,562,1279,1987,322,150,142,0,0,0,0,0,654
586,12,12,3,1620,3643,3692,1409,1338,282,413,349,331,527,13709,34141,55940,128008,63900,387,243,1,0.448,491,54,410,6,21,0,0,96,456,651,1098,1391,269,110,121,0,0,0,0,0,654
587,12,12,3,740,2618,2641,1014,699,41,72,88,126,454,10632,35723,56643,144926,103969,290,93,1,0.087,407,0,339,62,3,3,0,171,575,914,737,243,360,129,159,994,0,0,0,0,655
588,12,12,3,495,1750,1784,678,467,28,47,58,84,304,10632,35723,56643,144926,103969,207,66,1,0.087,192,0,72,117,3,0,0,111,437,576,523,137,207,80,98,0,0,0,0,0,655
589,12,12,3,1197,4233,4273,1638,1132,65,116,141,204,735,10632,35723,56643,144926,103969,1248,124,1,0.087,573,514,7,49,0,3,0,392,1068,1488,1037,287,404,126,125,0,0,0,0,0,655
